-943|-96.29614774954211-792|168.66870110123386-710|546.4339114460784-291|-5.4115165962407445720|-307.5678575162824912|-676.8432989268797-769|-254.75026208598092-439|69.6835408515462448|265.7950048942496-389|-461.9812547128472-734|544.1183054809201-715|-823.3644769436687-898|-711.3602160560092-902|51.93044183952293646|590.8934880929032992|-381.0367619952424
477|418.6319300665057
972|483.60546493095353
437|-18.64582166640764
831|985.0960617424207
-836|-570.1095908696394
-297|145.92011322565304
20|977.3643629128212
-378|878.445614203225
-902|-950.9862954746109
695|590.1302799570333
-642|152.6857961725184
393|648.4914706164486
137|852.1770829013378
-641|-111.12808624146294
72|-939.4569676821301
160|480.8858807940758
418|294.5019028960089
166|-400.85749697671804
860|-901.6634958101145
552|-37.68017752074695
-219|-445.5789421092246
-893|557.8526597320467
-91|79.453883840451
839|495.72887744962964
164|-256.1011632115975
288|176.40743434443357
385|-140.0832004458225
471|-471.6013913656467
526|3.9324477681601593
